storyID,story,sentenceID,sentence,kepedulian,menyakiti,keadilan,kecurangan,loyalitas,pengkhianatan,otoritas,pembangkangan,kesucian,kemerosotan,kebebasan,penindasan,kepedulian_prob,menyakiti_prob,keadilan_prob,kecurangan_prob,loyalitas_prob,pengkhianatan_prob,otoritas_prob,pembangkangan_prob,kesucian_prob,kemerosotan_prob,kebebasan_prob,penindasan_prob,positive_label_count,max_confidence
1,Legenda Danau Toba,19,"Aku sangat berhutang budi padamu karena telah menyelamatkanku dari kutukan Dewata,” kata gadis itu.",1,0,0,0,0,0,0,0,0,0,0,0,0.05948488414287567,0.00018971291137859225,7.504662062274292e-05,6.730582390446216e-05,0.00047271070070564747,0.000141809563501738,0.00020356668392196298,0.0006387907196767628,0.006089623551815748,0.00028127251425758004,0.00034667589352466166,0.00033360716770403087,1,0.05948488414287567
1,Legenda Danau Toba,28,"Sebagai suami yang baik, ia terus bekerja untuk mencari nafkah dengan mengolah sawah dan ladangnya dengan tekun dan ulet.",0,0,0,0,1,0,0,0,0,0,0,0,0.0005796388140879571,0.00018491869559511542,0.00010771984671009704,6.881351146148518e-05,0.14362606406211853,0.00011256196739850566,0.00018016999820247293,0.0006747062434442341,0.0002005772403208539,0.00030957520357333124,0.0009563722996972501,0.0003309676831122488,1,0.14362606406211853
1,Legenda Danau Toba,48,"Kanda memang seorang suami dan ayah yang baik,” puji Puteri kepada suaminya.",0,0,0,0,0,0,0,0,0,0,0,0,0.0002615888079162687,0.00013419383321888745,7.02839606674388e-05,6.312382174655795e-05,0.0003760326362680644,9.506806964054704e-05,0.0001513314200565219,0.0005784952081739902,0.13462865352630615,0.0001685415190877393,0.00033145901397801936,0.00032233077217824757,0,0.13462865352630615
1,Legenda Danau Toba,52,Tetapi Putera tidak memenuhi tugasnya.,0,0,1,0,0,0,0,0,0,0,0,0,0.00013736539403907955,0.00013447680976241827,0.7721801996231079,6.380480044754222e-05,0.0003534156421665102,9.554847929393873e-05,0.00023675958800595254,0.0007675271481275558,0.0005243014311417937,0.00012486202467698604,0.0002894816570915282,0.0003276355564594269,1,0.7721801996231079
2,Puteri Hijau,4,"Ketiga anak ini memiliki kekuatan yang hebat , Mambang Jazid mampu merubah dirinya menjadi Naga , Mambang Khayali mampu merubah dirinya menjadi meriam dan Putri Hijau mampu mengeluarkan cahaya hijau nan indah saat malam bulan purnama.",0,0,0,0,0,0,0,0,0,0,0,0,0.00016640110698062927,0.00015868357149884105,0.00014791007561143488,7.877941970946267e-05,0.0014207486528903246,0.00040844184695743024,0.0002859958040062338,0.002560855122283101,0.465070903301239,0.00013863811909686774,0.0009469800861552358,0.00042905137524940073,0,0.465070903301239
2,Puteri Hijau,6,"Saat itu malam bulan purnama , seperti biasa Putri Hijau berjalan-jalan di sekitar taman istana, dari tubuhnya memancarkan cahaya hijau yang indah, bahkan cahayaitu sampai terlihat oleh sultan kerajaan Aceh yang bersebelahan dengan kerajaan Deli saat itu.Sultan Aceh yang terpesona karna melihat pancaran cahaya hijau yang indah darikerajaan tetangganya itu , mengutus beberapa pengawal nya untuk mencari tahu asal dari cahaya itu.",0,0,0,0,0,0,0,0,0,0,0,0,0.0001419975160388276,0.00019807311764452606,8.923021232476458e-05,0.00015940892626531422,0.00933800358325243,0.00043795438250526786,0.00034214809420518577,0.0051124850288033485,0.08381734043359756,0.00019305295427329838,0.0012724354164674878,0.0008085346198640764,0,0.08381734043359756
3,Batu Gantung Danau Toba,71,"Di tengah kekacauan itu, tak ada orang yang ingat untuk menyelamatkan Seruni.",1,0,0,0,0,0,0,0,0,0,0,0,0.624376118183136,0.0001847709936555475,6.667982233921066e-05,6.441972072934732e-05,0.0002741850330494344,9.539618622511625e-05,0.0001739384315442294,0.0007501424406655133,0.00025370391085743904,0.00015096749120857567,0.00027067496557720006,0.00032029460999183357,1,0.624376118183136
4,Sampuraga Si Anak Durhaka,3,"Hidup mereka bisa dibilang miskin, namun mereka tetap saling menyayangi dan bahagia.",1,0,0,0,0,0,0,0,0,0,0,0,0.8491528630256653,0.00019111215078737587,7.316080154851079e-05,6.326061702566221e-05,0.000476137240184471,9.751853212947026e-05,0.00014866514538880438,0.0007070821593515575,0.00022031374101061374,0.00018963459297083318,0.00033108986099250615,0.00032275423291139305,1,0.8491528630256653
4,Sampuraga Si Anak Durhaka,6,"Suatu hari, di bawah pohon rindang Sampuraga dan juga majikannya beristirahat sembari menikmati makan siang dan berbincang-bincang setelahnya mereka bekerja dari pagi.",0,0,0,0,1,0,0,0,0,0,0,0,0.00014378648484125733,0.00018286058912053704,6.796292291255668e-05,6.980577018111944e-05,0.08018848299980164,0.00014424831897486,0.00015748357691336423,0.000737988215405494,0.00021974480478093028,0.00018797961820382625,0.0005013056797906756,0.0003376287058927119,1,0.08018848299980164
4,Sampuraga Si Anak Durhaka,12,"“Namanya negeri Mandailing, rata-rata penduduk disana memiliki ladang dan juga usaha.",0,0,0,0,1,0,0,0,0,0,0,0,0.0001955089101102203,0.00023512057668995112,0.00011565502063604072,6.41956357867457e-05,0.07089226692914963,0.00010238582763122395,0.00015435396926477551,0.0006513464613817632,0.00024053643574006855,0.008747616782784462,0.0003237338678445667,0.000368993089068681,1,0.07089226692914963
